新闻ID,文本,标签
1477,260 412 1552 1112 1491 1228 2835 1025 2275 587 1475 1223 1775 1491 1970 907 2140 2454 2532 745 1775 1215 1371,3
1478,424 163 2706 1533 2146 701 1765 1007 1655 1491 758 102 1669 2660 2275 1255 2109 776 2151 2663 1843,3
1479,1935 1579 1651 938 898 2314 163 315 534 1389 221 1775 2746 102,4
1480,2345 1245 2763 2437 2677 2275 587 1475 1267 2422 894 2578 2318 913 215 1862 827 619 987 1662 1487 1895 132 1781 655 2660 2187 1843,3
1481,102 771 2564 1533 2335 590 1980 744 2196 1775 1360 2775 2064 155 463 417 424 2832 2080 1745 2721 1859 259 2783,3
1482,1262 1076 2820 1404 2041 571 2339 2820 238 1775 1317 2455 1360 1947 2816 2052,1
1483,1695 1043 1194 2764 1025 2275 2178 2228 655 1751 2677 2275 2418 1110 2764,3
1484,102 534 472 2732 1313 758 1333 1166 2411 1255 2764 1996 2126 588 2213 1491 758 341 2425 336 1165 2413 1255,4
1485,1996 2126 692 1437 1695 1043 1888 233 1491 2189 869 2509 688 1827 1109 681 2558,3
1486,1731 1584 681 2558 1245 313 417 1978 173 424 1993 1491 2757 2569 1682 2192 1491 175 1786 1223 1775 1895 221 2512,3
1487,204 2192 681 2558 2392 1023 1857 1421 417 2472 2515 2089 204 1895 963 204 1615 1437 1704 1166,3
1488,721 335 2275 2660 737 313 417 2390 1276 2746 2275 2823 2196 1751 1842 2427 2810 2532 1491 755 1042 684 1223 1903 1001 1775 1987,1
1489,490 2810 2510 174 204 935 2715 2192 1007 2546 173 534 2275 2392 1487 2033 1524,1
1490,997 1713 2663 444 1243 1102 1383 2630 535 2558 1520 559 313 1491 1017 1781 2493 1437 780 1857 1421,3
1491,102 2546 987 700 1723 259 302 2751 1843 680 2663 1914 1297 2664 1194,4
1492,1353 1952 987 1669 2660 802 2379 659 2018 656 1194 2751 1843,1
1493,1268 385 590 1914 102 126 2335 1812 1781 1295 987 1954 1661 2141 2820,3
1494,2663 2472 2089 2532 940 1978 444 1243 570 313 1704 1156 2695 635 2475 259 2820 1895 758 221 2512 1255 2823 678 1487,3
1495,2202 1978 751 1649 1669 2660 2275 2489 1194 1491 1758 752 758 2721 1533 1269 1255,2
1496,1857 1269 2706 1533 102 472 1269 2706 1533 1491 797 2706 2569 455 1178 2578 619 1843,1
1497,102 1156 175 1044 1491 1661 2706 1533 1275 1965,1
1498,758 2247 1109 2297 1535 1255 955 643 2833 1481 457 410 1025 1494 270 1491 1866 1775 809 1020 2751 1843,3
1499,758 328 663 2706 1533 1255 1203 221 2371 2764 2202 272 102 1933 1683 293 1269,1
1500,314 1385 102 2606 102 1148 997 1968 1952 422 2808 758 1886 1533 1255 1491 2373 2399 2784 2383 771 319,1
1501,1008 1363 102 2677 319 175 1044 1491 635 1766 1129 811 1920 2235 1662 1744 385 1723 1843,2
1502,204 2192 1323 2018 681 2558 1245 313 417 1630 259 296 2390 2392 1023 1491 451 1128 1552 1839 215 2823,3
1503,2345 797 2706 132 2537 1280 1267 1954 1661 238 2166 1648 1244 1513 2546 1491 2410 293 1538 2525 797 2706 302 2730 1843,1
1504,570 313 2141 1535 1335 1665 2664 1141 1491 1025 2275 1535 1950 963 1700 1865 1541 1728 1996 2438,3
1505,260 148 2275 228 866 1299 416 2275 1491 2546 2826 758 1781 1295 639 1316 2385 1255 1775 1857 1421 891 287,3
1506,238 2166 1360 2509 1491 1662 2392,3
1507,1020 175 644 1494 2764 1954 1251 2092 1291 2373 1360 2775 417 2009 1661 758 1496 564 772 1255 1698 2469 2583 423,3
1508,2345 102 1267 533 1533 1519 2660 1245 1978 173 2141 1540,2
1509,102 859 2438 102 771 2677 319,4
1510,2826 2350 1665 124 417 657 1358 1020 1421 846 656 535 292 1857 422 102 412 319 965 1917 1583 1265 771 319 444 1243 2275 228,3
1511,102 1959 1494 102 417 292 1860 1144 1532 1567 655 2784 2247 1575 1583 102 771 319,1
1512,866 1212 888 1409 1491 1025 2275 1535 1950 102 2564 1533 2213 997 1917 2716,3
1513,2768 180 1533 1862 1996 2442 940 102 319 2764 1161 1223 1775 1987,2
1514,574 737 313 2070 1369 2274 1408 670 390 2783 2634 1987 987 587 1475 1723 1744,4
1515,416 745 2275 417 1978 173 1453 968 1514 1661 1491 681 1043 1723 259 1984 2511,1
1516,2345 1245 1245 1576 1267 102 974 170 2389 1514 2757 2569 1769 106 1491 2140 2810 293 1269 780 1912 1625 1843,3
1517,2140 2663 1533 1735 2400 912 983 688 417 1580 2583 758 102 404 952 292 2775 1255 684 1775 2746 204 302 2297 2221 1882 1332,4
1518,102 412 228 2592 1950 2764 102 2659 674 2275 1996 338 338 2814 1193 1491 1268 385 691 1722 2736 940 338 2056 1843,4
1519,424 2832 1246 255 1877 1775 2027 1648 2751 1843,3
1520,637 2844 102 2823 238 639 1976 968 2192 1491 102 843 1298 1514 2412 2509 688 2758 597 1978 173,4
1521,2677 2275 1109 1487 1268 1400 1491 2318 132 457 2176 2213 1042 2228 1775 1987 1491 1445 2808 1404 259 2213 2751 1843,3
1522,570 681 2558 1950 656 2764 1504 1754 1857 1421 102 2716 1491 2140 2663 1618 134 688 2196 1775 1360 2509 2764 513 2585 1262 893 422 1754 1380 1705,3
1523,1437 2454 1330 287 940 2213 380 2621 2677 319,2
1524,2345 1661 684 2706 2810 1541 1728 1267 533 1533 1519 2754 2660 1122 2814 1193 1491 1929 997 1903 1001 1987 2802,2
1525,1844 1583 102 1212 260 412 2564 1533 2712 2116 1126 655 788 1194 2764 1661 1077 866 1952 1514 1856 2456 577 539 1554 1143 2764,3
1526,2659 674 2558 1520 2784 1564 1679 2764 2392 1487 424 1993 302 2730 2664 1194 1843,3
1527,2275 535 2655 1661 1820 758 1535 2411 1255 1007 535 2141 1535 2784 102 771 319,1
1528,2318 913 215 1862 827 619 2546 1898 767 1112 2764 2629 2509 688 2677 2275 587 1475 1404 259 1178 2578 797 1843,3
1529,166 2449 2205 1193 2764 2537 1744 2706 1533 1514 2192 758 721 2454 1255 1025 2275,3
1530,2191 1592 417 570 2140 1609 987 296 2390 197 290 859 1491 1859 1758 1701 2019 102 2677 319 2317 1045 1243 1139 618 1996 2126 1112 1680,2
1531,2275 2051 1156 1126 102 940 1978 1781 1269 210 1713 2764 535 534 1090 1066 1680 2784 412 771,1
1532,1175 2833 1126 1037 630 2609 2677 2275 1494 1442 2332 2293 1245 1679 258 336 1107 1517 1917 1491 2172 2350 1223 221 866 535 1669 102 539 1903 1001 1775 1987,3
1533,102 102 417 1775 169 1940 1791 814 2746 102 965 102 507 1169 1360 2454,4
1534,1337 1298 1058 2845 417 2660 737 2299 2536 390 987 1925 1249 2665 1987,3
1535,2419 1861 2663 1727 681 2558 424 1993 417 470 1814 1665 124 424 1112 2275 228 1491 1621 1093 1731 1207 1735 2706 537 1680 1857 1514,3
1536,1285 2449 1491 485 2275 1661 1550 1360,4
1537,102 559 1521 1678 1254 1580 2247 2299 840 2116 102 1925 2273,4
1538,1471 570 1731 2840 417 292 2338 2706 102 412 319 965 102 412 319 424 1112 2275 228,3
1539,2749 149 290 1386 1491 1161 2299 1364 1355,3
1540,997 2660 1245 926 456 997 102 821 539 2275,3
1541,102 2209 1996 2530 455 2664 1194 2764 2660 915 331 2379 1297 2368 102 758 2407 2209 1996 1255,1
1542,1713 771 2342 674 1251 2706 912 758 404 1010 1255 1491 2630 535 1139 2664 1404 1866 635 2663 2706 912 1987 2684 1335 1665 336 968,3
1543,204 1693 681 2558 422 2808 1193 154 417 1502 2564 1811 869 2366 2828 1298 2558 2820 1935 1827 1863 108,3
1544,2823 1494 1533 1567 2373 2399 210 102 771 319 1491 2456 821 102 404 2371 1249 2784 102 2716,1
1545,2202 272 1494 1442 270 2178 677 1317 2114 2621 802 1022 797 120 2140 1695 1360 2375 620 2584 1491 1533 1567 2373 2399 102 771 319,1
1546,1978 173 1965 1251 2618 2423 2493 681 2749 457 737 2299 1866 148 424 1639,3
1547,2140 204 204 2192 417 1669 2660 737 2299 2373 1694 313 1615 1044 2052 2638 2823 1360 204 1269 102 1583 102 771 1713 1848 1625,3
1548,1323 2018 1077 674 2558 1520 1564 2795 1704 1166 2764 102 535 1554 1143 1866 385 2250 1244 1843,3
1549,2051 1156 2722 1121 1126 1007 2140 1985 1978 2823 1494 1781 1295 424 1993 1491 1554 1143 357 1445 2392 1487 2205 1193,3
1550,2345 1679 2454 1042 1521 1267 490 2844 688 1487 1659 318 1665 1456 2511 126 1355 311 2764 533 1533 1519 2125 1766 290 2546,2
1551,574 1661 132 1781 1665 630 1042 2213 1987 2275 1409 1981 287 422 2808 1662 2392,3
1552,2345 915 2655 2592 1950 1267 2318 132 424 2832 1194 1178 2578 1461 1843 1404 259 940 2507 2751 1843,3
1553,1007 1655 1978 173 2205 1193 2764 1025 2275 422 2808 2814 1193 909 213 309 1665 124 1683 999 1661 2213 997 2383 2716,3
1554,102 2213 311 2764 2456 2660 1554 1143 1661 1550 1360,3
1555,1600 1600 2764 1950 656 2764 2140 2365 1648 238 2166,3
1556,2677 1291 1630 509 1409 194 1122 2618 997 1491 1025 2275 1100 1886 182 2634 635 2584 451,3
1557,204 2192 1323 2018 681 2558 968 2840 417 963 451 1861 2027 1987 1857 1630 259 296 2390 902 2169,3
1558,191 1291 1648 1493 2180 261 417 2621 126 987 444 2431 1781 1269 2665 940 126 1857 1421 1968 1583 102 412 539 559 2228 2630 535 1288 1679 1857 1269 102 2716,3
1559,204 1693 681 2558 2427 635 238 1950 656 1491 247 1602 1625 726 404 204 2297 2221 1514 2412 2509 688,3
1560,2371 2027 843 1298 1920 2031 102 102 275 2488 926 221 102 2278 1583 1575,4
1561,259 1546 805 2464 2744 292 974 842 1317 1244 417 2025 306 2638 2240 1859 1161 1731 259 1546 204 2192 2510 2318 644 2690 2027 370,3
1562,1662 997 2128 570 257 370 2394 2137 1491 1914 190 570 257 587 1475 2031 517 2128 102 797 2706 1684 576 2137,4
1563,2489 327 2080 639 2013 2764 1293 1061 1985 1978 1967 110 1696 1973 1269,3
1564,102 535 1554 1143 797 2706 1947 148 417 2558 1520 1134 602 1965 1076 655 2324 681 2558 1665 570 2820 678 1487 258 2634 2422 1333 526,3
1565,1592 681 2706 327 1775 2067 776 490 2275 2189 869 1232 1609,1
1566,102 2275 2606 102 1148 1042 1683 2823 1494 1567 2784 1917 1583 695 771 319,1
1567,1329 2455 2660 737 313 417 574 1661 681 2558 1827 1109 2299 1987 1695 758 1775 1255 2732 1313 1360 1947 974 113,3
1568,2275 509 174 967 1514 1927 1491 135 1112 1575 174 1249 2823 2564 2515 2768 619,1
1569,2051 1156 2722 1121 1126 1863 272 1539 2736 2754 1089 2757 2569 2832 2124 1554 1143 2546 1683 1662 1987,3
1570,681 2558 422 2808 602 418 1491 102 318 1987 2293 2192 2645 176 296 2390 926 968 1857 1421,3
1571,940 2512 2140 1950 2454 1632 2335 447 1265 126 102 1212 2706 1533 1978 173 1212 1521,2
1572,102 535 160 2757 1268 385 1360 2192 1043 2335 1812 1843 1691 1411 1249 215 2084 1902 2716 987 574 238 2714 1285,3
1573,2153 2749 2155 1208 2609 2140 1320 302 1769 1100 758 310 977 1255 2394 1957,1
1574,2481 795 1643 1648 417 102 535 574 737 2299 2140 534 2741 1144 296 2390 983 1269 2422 102 2539 1288 1754 1752 2213 1917 2716,2
1575,2345 1554 1143 495 2299 1267 2236 1203 2664 1194,3
1576,1954 1978 102 1954 1735 209 1567 2665 1935 2660 1494 1442 1212 893 1699 102 1583 102 412 319,1
1577,2677 2140 102 2606 102 1148 1683 570 635 1766 522 1877,3
1578,940 2512 1494 1320 1661 1127 657 1835 1421 1495 1014 476 417 2202 1025 587 1475 1223 1775 2224 2755 2737 2373 2116 1766 2666 1863 108,4
1579,2025 1333 1695 1043 1843 1437 2019 1859 1139 2509 688 1194 1843,3
1580,2156 2451 1491 629 1313 2784 2507,4
1581,247 1602 1625 726 417 1007 755 2840 204 1693 1130 1360 2584 2172 102 535 215 1968 965 695 2284 2812 1866 148 2493 1437 213 245 1269 1731 2810 1007 755 2840 204 1693,3
1582,1007 1655 160 2335 2176 287 1555 2140 957 1533 1996 166 210 102 2677 319 1491 797 2706 2314 259 2790 1069 2808 2722 1987 1843,2
1583,2202 132 1008 1363 102 1156 1491 587 1475 2146 1775 259 1546 2507 1662 290 1491 2504 539 2155 2712 2116 2479 2816,3
1584,1020 175 758 1496 564 772 1255 2764 535 1965 1935 258 620 2584 302 1458 2067 814 1857 1514 2084 1902 412 771 319,3
1585,2564 2515 2749 313 688 417 1661 1683 293 1269 1042 2213 2764 2768 245 587 1223 1893 132 102 2546 1144,1
1586,174 1249 1438 1867 2820 678 1487 1333 1437,1
1587,866 1952 1491 2830 1731 2660 539 939 1783 447 1972 2322 2322 1313 215 797 2706 2371 279,3
1588,1041 2584 1194 2449 1678 2422 385 2437 2390 1276 2275 2041 987 2550 1533 1762 2743 1843 2064 2660 463,1
1589,635 2706 2810 1541 1728 2618 2823 1981 1066 2051 1244 2224 2573 797 2706 1775 963 1744,1
1590,102 2810 2532 2080 259 2141 1535 2751 1843 2736 2350 1320 2275 1866 894 2578 655 1288 1843,1
1591,574 1661 1981 616 2427 1913 535 2546 2092 1535 1491 797 2706 2027 1648 1268 385 1947 148 1843,4
1592,940 1978 2660 737 2299 2558 1520 2124 630 1465 1179,3
1593,866 535 1139 2664 1554 1143 940 2213 1491 2307 1445 758 926 2371 1255 2041 894 2578 1843,3
1594,1863 2180 1735 2706 758 1496 564 772 1255 620 2584 692 776 490 102 1583 102 771 319,3
1595,2345 2318 132 1245 279 1267 2677 2140 1330 1679 534 2453 1680 2335 1812 1955 1050 987 1925 1249 1694 655 1661,1
1596,1752 520 318 2523 1093 1602 292 648 1665 102 771 2677 319 102 797 2706 2564 1533 2764 102 566 2192 1700 1661 1843,3
1597,758 1204 2354 767 2498 1255 1276 1744 166 221 2400 912 660 641 660 1455 1317 2114 1161 1735 2706,3
1598,238 1786 102 1491 574 737 2299 1090 1650 102 1583 695 771 2677 319 2764 102 692 2335 2818 2247 2668 175 1843,4
1599,2141 1540 785 2155 1781 1161 1223 1775 1987 1130 2617 681 2558 2349 691 1514 1927,3
1600,2345 2677 2275 1245 1521 1267 1252 1219 215 182 1550 1491 2677 2275 587 1475 1161 1223 1775 1987,3
1601,1268 385 1641 2250 2660 539 2141 1433 1541 1728 987 2564 1533 833 2373 1843,3
1602,758 655 2718 1806 1255 1491 1050 1978 645 313,3
1603,1042 1521 1126 1978 173 2051 1156 671 959 380 102 2275 1943 955 1954 1978 2832 2124 1223 132 677 1122 457 2176 2213,4
1604,1509 1305 587 1475 1895 2318 742 792 358 215 2823 2031 455 2373 2116,4
1605,2345 2263 2592 1950 2232 2263 1267 102 126 1533 1996 1161 1223 1775 1987 2764 1533 1996 1453 968 1268 385 1914 1297 1843,2
1606,2741 634 1042 2172 987 2209 1996 102 2716 1860 2371 1491 102 1661 1990 2275 655 2220 758 636 1255 1194,4
1607,2345 102 1267 533 1533 1519 2660 1245 1978 173 2141 1540,2
1608,472 2019 758 534 604 1255 1491 1804 2041 1268 385 2630 797 2706 2509 688 987 1843,3
1609,102 2546 1546 987 797 2706 2027 1648 2019 1538 1328 1843,4
1610,290 1541 570 1246 255 2509 688 1098 2027 1554 1143 859 2438 1866 148 1134 602,3
1611,1950 1766 858 221 1843 2617 1631 989 1268 385 1914 1297 1843,3
1612,1661 2399 1435 876 451 2764 102 1724 1725 375,4
1613,1661 2706 1533 1161 2754 173 635 821 102 228 1567 1223 1903 1001 1775 1987,1
1614,2345 2263 915 2655 1207 968 1267 1978 173 143 178 1178 2578 1461 1843 1708 1950 1996 2438 2493 2192 1820 1101,3
1615,102 1735 2706 1735 2845 1212 313 2064 102 126 102 1212 463,1
1616,500 102 1827 1907 417 512 2275 2275 2180 292 1857 422 102 412 1101 102 412 319 444 1243 2275 228,3
1617,238 1065 2146 2537 247 692 196 590 221 1669 2660 245 620 2584 758 1496 564 772 1255 1491 1970 2399 102 539 620 2584,3
1618,1533 1815 1926 2507 417 687 2657 1978 2140 2706 301 1320 2247 687 2657 1926 2507 788 2373 2399 422 1866 444 1243 102 1583 102 2716 2275 228 1491 2422 444 1243 2493 512 2155,3
1619,1090 2438 1333 526 424 163 102 1565 1609 2512 1618 1978 173 1867 968,3
1620,2677 2275 574 1661 2275 132 1665 630 1661 1355 1491 2318 132 866 535 1572 1355 102 1583 102 2716,3
1621,102 1583 102 260 412 2564 1533 2712 2116 1126 655 788 1194 2764 1661 1077 866 1952 1514 1856 2764,3
1622,2345 495 1245 2675 1267 1169 2664 1978 173 1947 148,2
1623,758 765 1355 765 537 1255 2764 102 771 1090 1066 1680,1
1624,2345 2677 2275 1245 1521 1267 1978 173 2715 2051 1491 932 311 135 1112 1194 1178 2578 1461 1843,3
1625,2345 2537 2705 2437 2645 176 1267 2135 2422 318 1079 913 1862 860 2019 2770 987 1725 375 1320 302 2041 894 2578 1843 2064 618 463,3
1626,102 1203 293 1661 416 1491 2660 915 2274 2368 102 1609 102 1642 2737 987 2418 1110,4
1627,1990 1978 2489 2251 2196 1661 987 973 1546 2041 894 2578 1843,1
1628,1661 2706 1533 1683 570 1954 2299 221 2371 1491 2202 132 2642 1363 102 1156 2764,1
1629,1576 1156 1126 968 2840 1156 1521 417 2671 287 1331 2412 776 490 302 1458 2757 2569 1682 2192 1978 173 1134 602,3
1630,1533 1996 1832 1223 1775 1987 1685 1695 1514 2412 758 956 1685 1255,2
1631,1859 1860 2375 2275 535 534 1042 2351 1642 337 528 684 2375 2564 1491 866 535 987 1042 2351 1404 259 644 1089 2751 1843,1
1632,1514 559 2832 1130 2634 1775 404 1775 940 1978 444 1243 1775 113 1731 2810 2192 2634 1751 175 1786,3
1633,102 2390 1276 102 2563 1212 246 2706 1533 1090 1066 1680 2784 1844 771 319 1491 574 2132 2741 788 635 2275 2213 311,1
1634,1789 2197 2164 2346 417 292 424 1112 2275 228 1917 771 319 965 1265 771 319,3
1635,2754 2660 1122 2067 2583 204 2192 1978 173 1494 1442 2764 2140 2663 259 1546 688 1360 915 2025 306,3
1636,2738 2135 1669 574 737 2299 1639 991 1090 1950 910 1288 1754 1857 1421 102 1583 2621 2716,4
1637,102 1681 1684 1491 1194 1914 2390 1276 2275 2064 963 2642 161 463,1
1638,2345 2564 1533 2335 590 842 424 2622 1267 968 2192 204 1693 1861 2507 1249 2176 535 618 509 1491 2810 259 2247 1828 1194 2751 1843,3
1639,204 1693 681 2558 968 2840 417 2678 1996 290 2802 1456 681 1895 755 2840 204 1693 1475 1073 2754 1947,3
1640,1079 913 1862 417 102 1116 278 1756 1262 715 1859 259 2041 1360 1437 1194 2660 2525 102 2576 2642 319 1316,4
1641,1300 2192 1341 164 2069 2484 1103 1639,1
1642,1320 215 2512 417 2275 2180 292 893 422 444 1243 655 2784 1265 1583 102 2716 2275 228,3
1643,2051 1156 2722 1121 1126 579 1270 2764 2202 132 2213 2304 1042 2214 1445 1491 1554 1143 817 2449 1661 1532 2189 2213 311,3
1644,1734 1736 1625 726 2392 1791 1491 2140 1291 1708 2710 2490 587 1223 1262 1076 2390 1276 2810 2532 576 1431,1
1645,775 697 1665 124 417 258 2019 102 539 1747 2116 1212 2485 767 1679 534 648 505 758 102 775 697 102 1255 2768 1679 679 1818 2706 1533,1
1646,412 1816 565 2157 417 292 1139 1265 1583 2383 771 1751 227 2140 1239 2657 587 1475 102 1583 102 2716 2275 625,4
1647,1902 2176 1554 758 1661 1990 2275 1255 444 2795 417 512 2275 2275 2180 866 1212 2013 221 981 102 412 319 2275 228,3
1648,160 2335 1175 970 2507 1126 1609 2677 444 2795 2764 570 2140 1360 1299 2768 2167 2536 2067 2356 2832 2063,1
1649,1130 2617 2609 1552 968 1399 683 635 1781 173 1827 618 1020 809 1100 2634 1699,4
1650,1902 1583 2278 1175 1521 1126 272 2478 166 858 1950 656 2764 866 1212 290 2546 1987 1662 1843,3
1651,940 2512 2140 1950 1844 126 102 1212 2375 2845 1467 1458 1212 1521 417 866 1952 296 2390 1207 2244 1007 1952 2823 1494 102 771,1
1652,102 1731 2823 2455 1185 1491 821 296 102 1028,4
1653,2290 1945 2290 2622 1491 331 2379 559 2412 1194 1914 495 1003 444 1725 2346 1003 102 1360 1299 1696 1291 1929 2275 2064 2671 463,1
1654,2345 2677 2275 1245 1521 1267 1781 1295 2392 2820 509 1409 302 2639 1491 1978 173 1312 2808 940 2213,1
1655,2760 942 2564 1533 240 2140 1065 417 1978 173 618 681 963 2642 692 804 2141 2410 293 1491 954 947 574 1661 2027 1648,3
1656,570 302 1533 1519 417 444 1243 292 2838 2027 893 422 761 2697 1060 2275 228,3
1657,238 833 1661 2510 1409,3
1658,2564 1533 2051 1156 1126 2383 126 221 1044 1269 1288 1754 1661 1857 1630 259 204 1693 102 2213 2784 1917 2716,3
1659,451 1661 755 1042 417 1265 126 102 618 681 1925 1249 2665 1987,1
1660,922 198 2764 272 2478 166 1141 1491 1985 1978 2784 2342 1661 1950 656,3
1661,798 1074 1665 124 246 1735 2706 1090 537 1680 1491 156 2479 2275 228 1139 2395 404 1775 2757 2569 1783 2714,3
1662,2646 1245 2660 1126 2490 639 619 1987 1453 2810 2532 1843 290 1453 2810 2532 1169 2367 655 1859 1101,1
1663,674 1251 1335 1665 1360 2509 102 535 535 313 2141 1535 424 1112 2051 967 280 968,3
1664,272 1909 1978 2757 1643 301 2597 2414 2276 417 1514 1661 1547 2656 587 1475 797 1680 423 675 2419 2788 2027 445 2155 788 1087 1547 2172 2465 1695 2558,4
1665,1681 1225 885 417 2564 327 1532 635 1766 1129 811 2146 1330 1679 742 422 143 178 2832 2124,2
1666,1533 1996 1987 2802 143 178 2764 635 2663 1592 681 974 1987 797 2706 2092 218,2
1667,2564 2285 2820 1747 681 2558 1043 1122 1935 681 417 2366 2828 2140 2810 2820 1514 2412 1491 2810 2532 1996 2126 424 1193,3
1668,102 2663 444 1243 692 1102 1383 2660 737 313 1491 102 2663 444 1243 1090 1950 910 1857 2304 2784 102 2716,3
1669,485 2275 293 1269 2536 2530 1491 102 2390 1276 102 2563 2213 1917 1583 102 2716,1
1670,151 681 758 1139 797 2706 2314 2422 327 1255 1360 1947 590 2273 674 1251 1665 630 1360 2509 758 113 1269 424 313 589 974 1193 1255 681 968 1723 2744,3
1671,419 162 1688 444 1494 2250 1665 124 2823 1115 1360 681 695 771 319 444 1243 2375 2845,1
1672,1907 1782 587 1475 417 1358 1020 1421 974 1244 1139 102 412 319 965 102 412 319 424 1112 444 1243 2275 228,3
1673,2140 700 512 2275 2275 228 417 2228 1531 2025 655 1161 800 1216 1358 1020 1421 788 2441 2788,3
1674,2315 2120 570 987 451 1128 204 1693 417 2810 259 2247 1828 1491 1268 385 492 765 1245 1679 1843,3
1675,2004 1154 912 370 2801 1487 940 2213 1491 1358 1366 417 554 1179 331 2664 666 2668 1491 2634 1223 2394 2027 1648,3
1676,1863 696 1775 347 2329 758 1650 381 1166 1655 1255 2764 2768 1818 102 319 2146 2660 1044 1996 2354 1674 2146 126 494 1859 1844 535 1445 1404,3
1677,635 2663 272 1909 940 1978 444 1243 1987 912 893 422 2275 228,3
1678,2051 1156 2722 1121 1126 2140 2788 1147 983 590 468 2392 417 1514 2392 2293 2192 788 1775 2746 2564 2285 1323 1656 2509 688 2250 1323,4
1679,2318 132 1866 270 758 509 154 1255 1491 2677 2275 1232 989 1178 2578 797 1843,3
1680,1268 385 492 765 2810 2558 1245 1679 1843 587 1223 1554 2366 2828 444 1243 1492 2467 2027 2108 318 2831 2031,3
1681,1080 260 587 1475 417 292 102 412 319 2322 1917 771 319 424 1112 2275 228,3
1682,1592 681 2275 780 758 2562 963 1299 719 1255 1491 894 2578 1412 2043 1843,3
1683,1780 940 1863 272 987 1996 1491 780 2019 1754 2806 168 981 2146 147 1325 2146 513 613,3
1684,2051 1156 2722 1121 1126 2784 884 2823 1935 574 737 2299 2493 1437 114 1950 1058 2845 1554 1143 1662 2392,3
1685,2621 126 1139 2664 692 1866 695 821 2275 758 969 517 1050 173 1255 909 1203 1866 1895 726 2329 2027 1641 758 2141 2371 1255,1
1686,946 1262 1295 2609 780 2019 1758 1701 238 1775 1031 968 946 1262 2803 2677 2275 228 221 1144,3
